"word","sentiment","translatedContent"
"speculation","tristeza","especulación"
"speculative","anticipacion","especulativo"
"speech","positivo","habla"
"speedy","positivo","rápido"
"spelling","positivo","ortografía"
"spent","negativo","gastado"
"spew","desagrado","arrojar"
"spice","positivo","especia"
"spider","desagrado","araña"
"spider","miedo","araña"
"spike","miedo","espiga"
"spine","enfado","columna vertebral"
"spine","negativo","columna vertebral"
"spine","positivo","columna vertebral"
"spinster","miedo","solterona"
"spinster","negativo","solterona"
"spinster","tristeza","solterona"
"spirit","positivo","espíritu"
"spirits","anticipacion","espíritu"
"spirits","alegria","espíritu"
"spirits","positivo","espíritu"
"spirits","sorpresa","espíritu"
"spit","desagrado","escupir"
"spite","enfado","despecho"
"spite","negativo","despecho"
"spiteful","enfado","malévolo"
"spiteful","negativo","malévolo"
"splash","sorpresa","chapoteo"
"splendid","alegria","espléndido"
"splendid","positivo","espléndido"
"splendid","sorpresa","espléndido"
"splendor","anticipacion","esplendor"
"splendor","alegria","esplendor"
"splendor","positivo","esplendor"
"splendor","sorpresa","esplendor"
"splinter","negativo","astilla"
"split","negativo","división"
"splitting","negativo","terrible"
"splitting","tristeza","terrible"
"spoil","desagrado","mimar"
"spoil","negativo","mimar"
"spoiler","negativo","revelación"
"spoiler","tristeza","revelación"
"spoke","negativo","habló"
"spokesman","confianza","portavoz"
"sponge","negativo","esponja"
"sponsor","positivo","patrocinador"
"sponsor","confianza","patrocinador"
"spook","miedo","espectro"
"spook","negativo","espectro"
"spotless","positivo","inmaculado"
"spotless","confianza","inmaculado"
"spouse","alegria","esposa"
"spouse","positivo","esposa"
"spouse","confianza","esposa"
"sprain","negativo","esguince"
"sprain","tristeza","esguince"
"spree","negativo","juerga"
"sprite","miedo","duende"
"sprite","negativo","duende"
"spruce","positivo","abeto"
"spur","miedo","estimular"
"spurious","desagrado","espurio"
"spurious","negativo","espurio"
"squall","miedo","chubasco"
"squall","negativo","chubasco"
"squall","tristeza","chubasco"
"squatter","negativo","colono usurpador"
"squeamish","desagrado","delicado"
"squeamish","miedo","delicado"
"squeamish","negativo","delicado"
"squelch","enfado","aplastar"
"squelch","desagrado","aplastar"
"squelch","negativo","aplastar"
"squirm","desagrado","retorcerse"
"squirm","negativo","retorcerse"
"stab","enfado","puñalada"
"stab","miedo","puñalada"
"stab","negativo","puñalada"
"stab","tristeza","puñalada"
"stab","sorpresa","puñalada"
"stable","positivo","estable"
"stable","confianza","estable"
"staccato","positivo","staccato"
"stagger","sorpresa","tambalear"
"staggering","negativo","asombroso"
"stagnant","negativo","estancado"
"stagnant","tristeza","estancado"
"stain","desagrado","manchar"
"stain","negativo","manchar"
"stainless","positivo","inoxidable"
"stale","negativo","duro"
"stalemate","enfado","estancamiento"
"stalemate","desagrado","estancamiento"
"stalk","miedo","tallo"
"stalk","negativo","tallo"
"stall","desagrado","puesto"
"stallion","positivo","semental"
"stalwart","positivo","leal"
"stamina","positivo","aguante"
"stamina","confianza","aguante"
"standing","positivo","en pie"
"standoff","enfado","punto muerto"
"standoff","miedo","punto muerto"
"standoff","negativo","punto muerto"
"standstill","enfado","parada"
"standstill","negativo","parada"
"star","anticipacion","estrella"
"star","alegria","estrella"
"star","positivo","estrella"
"star","confianza","estrella"
"staring","negativo","curioso"
"stark","negativo","rígido"
"stark","confianza","rígido"
"starlight","positivo","luz de las estrellas"
"starry","anticipacion","estrellado"
"starry","alegria","estrellado"
"starry","positivo","estrellado"
"start","anticipacion","comienzo"
"startle","miedo","asustar"
"startle","negativo","asustar"
"startle","sorpresa","asustar"
"startling","sorpresa","alarmante"
"starvation","miedo","inanición"
"starvation","negativo","inanición"
"starvation","tristeza","inanición"
"starved","negativo","famélico"
"starving","negativo","muriendo de hambre"
"stately","positivo","majestuoso"
"statement","positivo","declaración"
"statement","confianza","declaración"
"stationary","negativo","estacionario"
"statistical","confianza","estadístico"
"statue","positivo","estatua"
"status","positivo","estado"
"staunch","positivo","firme"
"stave","negativo","duela"
"steadfast","positivo","firme"
"steadfast","confianza","firme"
"steady","sorpresa","estable"
"steady","confianza","estable"
"steal","enfado","robar"
"steal","miedo","robar"
"steal","negativo","robar"
"steal","tristeza","robar"
"stealing","desagrado","robando"
"stealing","miedo","robando"
"stealing","negativo","robando"
"stealth","sorpresa","sigilo"
"stealthily","sorpresa","a hurtadillas"
"stealthy","anticipacion","cauteloso"
"stealthy","miedo","cauteloso"
"stealthy","negativo","cauteloso"
"stealthy","sorpresa","cauteloso"
"stellar","positivo","estelar"
"stereotype","negativo","estereotipo"
"stereotyped","negativo","esteriotipado"
"sterile","negativo","estéril"
"sterile","tristeza","estéril"
"sterility","negativo","esterilidad"
"sterling","enfado","libra esterlina"
"sterling","anticipacion","libra esterlina"
"sterling","alegria","libra esterlina"
"sterling","negativo","libra esterlina"
"sterling","positivo","libra esterlina"
"sterling","confianza","libra esterlina"
"stern","negativo","popa"
"steward","positivo","mayordomo"
"steward","confianza","mayordomo"
"sticky","desagrado","pegajoso"
"stiff","negativo","rígido"
"stiffness","negativo","rigidez"
"stifle","negativo","sofocar"
"stifled","enfado","sofocado"
"stifled","miedo","sofocado"
"stifled","negativo","sofocado"
"stifled","tristeza","sofocado"
"stigma","enfado","estigma"
"stigma","desagrado","estigma"
"stigma","miedo","estigma"
"stigma","negativo","estigma"
"stigma","tristeza","estigma"
"stillborn","negativo","nacido muerto"
"stillborn","tristeza","nacido muerto"
"stillness","miedo","quietud"
"stillness","positivo","quietud"
"stillness","tristeza","quietud"
"sting","enfado","picadura"
"sting","miedo","picadura"
"sting","negativo","picadura"
"stinging","negativo","escozor"
"stingy","enfado","tacaño"
"stingy","desagrado","tacaño"
"stingy","miedo","tacaño"
"stingy","negativo","tacaño"
"stingy","tristeza","tacaño"
"stink","desagrado","hedor"
"stink","negativo","hedor"
"stinking","desagrado","maloliente"
"stinking","negativo","maloliente"
"stint","miedo","escatimar"
"stint","negativo","escatimar"
"stint","tristeza","escatimar"
"stocks","negativo","cepo"
"stolen","enfado","robado"
"stolen","negativo","robado"
"stomach","desagrado","estómago"
"stone","enfado","Roca"
"stone","negativo","Roca"
"stoned","negativo","drogado"
"stools","desagrado","heces"
"stools","negativo","heces"
"stoppage","negativo","paro"
"store","anticipacion","Tienda"
"store","positivo","Tienda"
"storm","enfado","tormenta"
"storm","negativo","tormenta"
"storming","enfado","asalto"
"stormy","miedo","Tormentoso"
"stormy","negativo","Tormentoso"
"straightforward","positivo","sencillo"
"straightforward","confianza","sencillo"
"strained","enfado","tenso"
"strained","negativo","tenso"
"straits","miedo","estrecheces"
"straits","negativo","estrecheces"
"stranded","negativo","varado"
"strenfado","miedo","desconocido"
"strenfado","negativo","desconocido"
"strangle","enfado","estrangular"
"strangle","desagrado","estrangular"
"strangle","miedo","estrangular"
"strangle","negativo","estrangular"
"strangle","tristeza","estrangular"
"strangle","sorpresa","estrangular"
"strategic","positivo","estratégico"
"strategist","anticipacion","estratega"
"strategist","positivo","estratega"
"strategist","confianza","estratega"
"stray","negativo","extraviado"
"strength","positivo","fuerza"
"strength","confianza","fuerza"
"strengthen","positivo","fortalecer"
"strengthening","alegria","fortalecimiento"
"strengthening","positivo","fortalecimiento"
"strengthening","confianza","fortalecimiento"
"stress","negativo","estrés"
"stretcher","miedo","camilla"
"stretcher","tristeza","camilla"
"stricken","tristeza","afligido"
"strife","enfado","lucha"
"strife","negativo","lucha"
"strike","enfado","Huelga"
"strike","negativo","Huelga"
"striking","positivo","sorprendentes"
"strikingly","positivo","llamativamente"
"strip","negativo","tira"
"strip","tristeza","tira"
"stripe","negativo","raya"
"stripped","enfado","despojado"
"stripped","anticipacion","despojado"
"stripped","desagrado","despojado"
"stripped","miedo","despojado"
"stripped","negativo","despojado"
"stripped","tristeza","despojado"
"strive","anticipacion","esforzarse"
"stroke","miedo","carrera"
"stroke","negativo","carrera"
"stroke","tristeza","carrera"
"strongly","positivo","fuertemente"
"structural","confianza","estructural"
"structure","positivo","estructura"
"structure","confianza","estructura"
"struggle","enfado","dificil"
"struggle","miedo","dificil"
"struggle","negativo","dificil"
"struggle","tristeza","dificil"
"strut","negativo","puntal"
"stud","positivo","semental"
"study","positivo","estudiar"
"stuffy","negativo","cargado"
"stumble","negativo","tropezón"
"stunned","miedo","aturdido"
"stunned","negativo","aturdido"
"stunned","sorpresa","aturdido"
"stunted","negativo","enano"
"stupid","negativo","estúpido"
"stupidity","negativo","estupidez"
"stupor","negativo","estupor"
"sturdy","positivo","robusto"
"sty","desagrado","orzuelo"
"sty","negativo","orzuelo"
"subdue","negativo","dominar"
"subito","sorpresa","subito"
"subject","negativo","tema"
"subjected","negativo","sometido"
"subjected","tristeza","sometido"
"subjection","negativo","sujeción"
"subjugation","enfado","subyugación"
"subjugation","desagrado","subyugación"
"subjugation","miedo","subyugación"
"subjugation","negativo","subyugación"
"subjugation","tristeza","subyugación"
"sublimation","alegria","sublimación"
"sublimation","positivo","sublimación"
"submit","anticipacion","enviar"
"subordinate","miedo","subordinar"
"subordinate","negativo","subordinar"
"subpoena","negativo","citación"
"subscribe","anticipacion","suscribir"
"subsidence","negativo","hundimiento"
"subsidence","tristeza","hundimiento"
"subsidy","enfado","subvención"
"subsidy","desagrado","subvención"
"subsidy","negativo","subvención"
"subsist","negativo","subsistir"
"substance","positivo","sustancia"
"substantiate","confianza","justificar"
"substantive","positivo","sustantivo"
"subtract","negativo","sustraer"
"subversion","enfado","subversión"
"subversion","miedo","subversión"
"subversion","negativo","subversión"
"subversive","enfado","subversivo"
"subversive","negativo","subversivo"
"subversive","sorpresa","subversivo"
"subvert","desagrado","subvertir"
"subvert","miedo","subvertir"
"subvert","negativo","subvertir"
"subvert","tristeza","subvertir"
"succeed","anticipacion","tener éxito"
"succeed","alegria","tener éxito"
"succeed","positivo","tener éxito"
"succeed","sorpresa","tener éxito"
"succeed","confianza","tener éxito"
"succeeding","anticipacion","subsiguiente"
"succeeding","alegria","subsiguiente"
"succeeding","positivo","subsiguiente"
"succeeding","confianza","subsiguiente"
"success","anticipacion","éxito"
"success","alegria","éxito"
"success","positivo","éxito"
"successful","anticipacion","exitoso"
"successful","alegria","exitoso"
"successful","positivo","exitoso"
"successful","confianza","exitoso"
"succinct","positivo","sucinto"
"succulent","negativo","suculento"
"succulent","positivo","suculento"
"succumb","negativo","sucumbir"
"suck","negativo","chupar"
"sucker","enfado","ventosa"
"sucker","negativo","ventosa"
"sudden","sorpresa","repentino"
"suddenly","sorpresa","repentinamente"
"sue","enfado","demandar"
"sue","negativo","demandar"
"sue","tristeza","demandar"
"suffer","negativo","sufrir"
"sufferer","miedo","víctima"
"sufferer","negativo","víctima"
"sufferer","tristeza","víctima"
"suffering","desagrado","sufrimiento"
"suffering","miedo","sufrimiento"
"suffering","negativo","sufrimiento"
"suffering","tristeza","sufrimiento"
"sufficiency","positivo","suficiencia"
"suffocating","desagrado","sofocante"
"suffocating","miedo","sofocante"
"suffocating","negativo","sofocante"
"suffocating","tristeza","sofocante"
"suffocation","enfado","asfixia"
"suffocation","miedo","asfixia"
"suffocation","negativo","asfixia"
"sugar","positivo","azúcar"
"suggest","confianza","sugerir"
"suicidal","enfado","suicida"
"suicidal","desagrado","suicida"
"suicidal","miedo","suicida"
"suicidal","negativo","suicida"
"suicidal","tristeza","suicida"
"suicide","enfado","suicidio"
"suicide","miedo","suicidio"
"suicide","negativo","suicidio"
"suicide","tristeza","suicidio"
"suitable","positivo","adecuado"
"sullen","enfado","hosco"
"sullen","negativo","hosco"
"sullen","tristeza","hosco"
"sultan","miedo","sultán"
"sultry","positivo","bochornoso"
"summons","negativo","citación"
"sump","desagrado","sumidero"
"sun","anticipacion","Dom"
"sun","alegria","Dom"
"sun","positivo","Dom"
"sun","sorpresa","Dom"
"sun","confianza","Dom"
"sundial","anticipacion","reloj de sol"
"sundial","confianza","reloj de sol"
"sunk","desagrado","hundido"
"sunk","miedo","hundido"
"sunk","negativo","hundido"
"sunk","tristeza","hundido"
"sunny","anticipacion","soleado"
"sunny","alegria","soleado"
"sunny","positivo","soleado"
"sunny","sorpresa","soleado"
"sunset","anticipacion","puesta de sol"
"sunset","positivo","puesta de sol"
"sunshine","alegria","Brillo Solar"
"sunshine","positivo","Brillo Solar"
"superb","positivo","magnífico"
"superficial","negativo","superficial"
"superfluous","negativo","superfluo"
"superhuman","positivo","sobrehumano"
"superior","positivo","superior"
"superiority","positivo","superioridad"
"superman","alegria","superhombre"
"superman","positivo","superhombre"
"superman","confianza","superhombre"
"superstar","alegria","superestrella"
"superstar","positivo","superestrella"
"superstar","confianza","superestrella"
"superstition","miedo","superstición"
"superstition","negativo","superstición"
"superstition","positivo","superstición"
"superstitious","anticipacion","supersticioso"
"superstitious","miedo","supersticioso"
"superstitious","negativo","supersticioso"
"supplication","positivo","súplica"
"supplication","confianza","súplica"
"supplies","positivo","suministros"
"supply","positivo","suministro"
"supported","positivo","soportado"
"supporter","alegria","seguidor"
"supporter","positivo","seguidor"
"supporter","confianza","seguidor"
"supporting","positivo","secundario"
"supporting","confianza","secundario"
"suppress","enfado","reprimir"
"suppress","miedo","reprimir"
"suppress","negativo","reprimir"
"suppress","tristeza","reprimir"
"suppression","enfado","supresión"
"suppression","desagrado","supresión"
"suppression","miedo","supresión"
"suppression","negativo","supresión"
"supremacy","enfado","supremacía"
"supremacy","anticipacion","supremacía"
"supremacy","miedo","supremacía"
"supremacy","alegria","supremacía"
"supremacy","negativo","supremacía"
"supremacy","positivo","supremacía"
"supremacy","sorpresa","supremacía"
"supremacy","confianza","supremacía"
"supreme","positivo","supremo"
"supremely","positivo","supremamente"
"surcharge","enfado","recargo"
"surcharge","negativo","recargo"
"surety","positivo","garantía"
"surety","confianza","garantía"
"surge","sorpresa","oleada"
"surgery","miedo","cirugía"
"surgery","tristeza","cirugía"
"surly","enfado","hosco"
"surly","desagrado","hosco"
"surly","negativo","hosco"
"surmise","positivo","conjetura"
"surpassing","positivo","incomparable"
